run_id,run_name,project_name,state,eval_loss,train_l0_norm_sparsity,l1_act_coeff,sae_id,layer,source
hfdtjnml,visionary-pond-1,Gemma2-2B-newarch-layersweep,finished,5.336387634277344,3618.915283203125,0.1,layer_12/width_65k/average_l0_21,12,layer-sweep
i3f10b22,copper-snowball-2,Gemma2-2B-newarch-layersweep,finished,5.413552761077881,2917.201416015625,0.1,layer_6/width_65k/average_l0_17,6,layer-sweep
wwz99cjn,astral-armadillo-3,Gemma2-2B-newarch-layersweep,finished,6.811496257781982,4429.1728515625,0.1,layer_18/width_65k/average_l0_21,18,layer-sweep
zsy2ql5m,rural-water-4,Gemma2-2B-newarch-layersweep,finished,10.169683456420898,7740.984375,0.1,layer_24/width_65k/average_l0_19,24,layer-sweep
